0 0 0
0 0 0.2
0 0 0.4
0 0 0.6
0 0 0.8
0 0.0859216 0.251161
0 0.0862558 0.749404
0 0.0983886 0.41788
0 0.0986028 0.583342
0 0 1
0 0.10027 0.900271
0 0.1 0.1
0 0.181102 0.693688
0 0.2 0
0 0.206635 0.437443
0 0.207057 0.564966
0 0.2 1
0 0.251161 0.0859217
0 0.251397 0.914219
0 0.307371 0.180476
0 0.307656 0.819694
0 0.335648 0.501871
0 0.340291 0.329788
0 0.345864 0.668958
0 0.388865 0.268212
0 0.39163 0.621103
0 0.392141 0.731251
0 0.4 0
0 0.40007 0.394442
0 0.4 1
0 0.417879 0.0983887
0 0.418565 0.901738
0 0.423518 0.673775
0 0.424626 0.334219
0 0.426213 0.712435
0 0.426954 0.642478
0 0.427659 0.152512
0 0.428164 0.293036
0 0.428491 0.847642
0 0.43189 0.374244
0 0.437395 0.573247
0 0.437439 0.206636
0 0.438417 0.793545
0 0.448621 0.516171
0 0.459848 0.459095
0 0.469283 0.62592
0 0.469794 0.736069
0 0.4732 0.272642
0 0.481032 0.532534
0 0.484404 0.398872
0 0.489966 0.572924
0 0.493126 0.609523
0 0.5 0
0 0.500609 0.0984955
0 0.500885 0.148665
0 0.501171 0.678593
0 0.501192 0.515849
0 0.501204 0.206847
0 0.501977 0.901406
0 0.502665 0.851037
0 0.502797 0.754692
0 0.503366 0.252768
0 0.503459 0.792961
0 0.50896 0.338649
0 0.5 1
0 0.521854 0.625597
0 0.534836 0.735485
0 0.536965 0.272853
0 0.542536 0.572602
0 0.546229 0.434874
0 0.549056 0.505509
0 0.553413 0.478101
0 0.564969 0.207058
0 0.5685 0.792377
0 0.573008 0.642543
0 0.574154 0.15283
0 0.576944 0.846725
0 0.577969 0.417878
0 0.579136 0.712213
0 0.581364 0.67463
0 0.58334 0.0986024
0 0.585388 0.901073
0 0.585996 0.294324
0 0.59167 0.0493012
0 0.592694 0.950537
0 0.592742 0.336497
0 0.594757 0.534854
0 0.6 0
0 0.602047 0.621634
0 0.608043 0.39211
0 0.6 1
0 0.615029 0.731522
0 0.619883 0.582799
0 0.620747 0.270701
0 0.634879 0.803522
0 0.641883 0.129852
0 0.643819 0.757499
0 0.646978 0.497107
0 0.65326 0.858221
0 0.654268 0.583887
0 0.657183 0.146654
0 0.661557 0.670667
0 0.661751 0.415726
0 0.666368 0.0924267
0 0.669412 0.906288
0 0.669917 0.204424
0 0.676524 0.334345
0 0.681407 0.742666
0 0.684178 0.0434818
0 0.685557 0.955752
0 0.69882 0.581242
0 0.7 0
0 0.701257 0.814666
0 0.705285 0.424119
0 0.7 1
0 0.71296 0.210298
0 0.719115 0.53711
0 0.720593 0.469465
0 0.726405 0.62389
0 0.727346 0.863084
0 0.735366 0.388084
0 0.741394 0.505685
0 0.747301 0.230965
0 0.74832 0.321353
0 0.749396 0.0862509
0 0.753435 0.911503
0 0.761771 0.362013
0 0.769138 0.743485
0 0.774698 0.0431255
0 0.776718 0.955751
0 0.784756 0.197306
0 0.787138 0.710931
0 0.791253 0.577113
0 0.79273 0.509468
0 0.793511 0.673429
0 0.793932 0.872228
0 0.794207 0.441823
0 0.8 0
0 0.802978 0.855089
0 0.806988 0.78293
0 0.807162 0.375092
0 0.8 1
0 0.820117 0.308361
0 0.822445 0.173936
0 0.82485 0.0932768
0 0.829067 0.903508
0 0.830651 0.819969
0 0.845947 0.582901
0 0.848085 0.43077
0 0.850501 0.506667
0 0.851986 0.664154
0 0.86021 0.204332
0 0.860794 0.354135
